repo_name,commit,subject,message,is_corrective,is_adaptive,is_perfective,is_refactor,corrective,adaptive,perfective,refactor,change,comment,justification,batch
qtproject/qt-creator,e17d09a83af3e86802776a0ab29920772fd3e3f3,QmlDesigner: fix that we get output only in error case,"QmlDesigner: fix that we get output only in error case

Also compress output in three lines

Change-Id: I5a6917f4243f05ff58692ffdb3b17412b49fdeb9
Reviewed-by: Thomas Hartmann <588ee739c05aab7547907becfd1420d2b7316069@theqtcompany.com>
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
openstack/horizon,bf7c5908fbe46d322bb1842ff659206d8fdd3583,Output JS Karma test coverage reports to ./cover/,"Output JS Karma test coverage reports to ./cover/

Per CTI direction (see bug filing), this patch moves the JS Karma test coverage
reports to ./cover/ so they may be collected in the gate for archiving.

The two runs each have their own directory so they don't overlap/conflict.

Change-Id: I0b1536c115a516f4b6ab80b5ebab5337b308c210
Closes-Bug: 1588389
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,sematic - due to the change of output,possibile_fn
Ensembl/ensembl-webcode,ca7ac878ab8896956d49719c8d0462e9cc649aa8,"added calls to change block attributes including switching blocks! and also to add entries to blocks either ""_first"", ""_after"" or ""_before""","added calls to change block attributes including switching blocks! and also to add entries to blocks either ""_first"", ""_after"" or ""_before""
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
JGRennison/OpenTTD-patches,377d11886cbd80cfbe29d74c808c5fb6ab7de219,(svn r21083) -Codechange: Limit the number of exceptions in the refittable cargo list to 7 (Eddi),"(svn r21083) -Codechange: Limit the number of exceptions in the refittable cargo list to 7 (Eddi)
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
couchbase/ns_server,d8750098e0d5b5e8e807f79d9080071b7367a026,delete /master db first when deleting bucket.,"delete /master db first when deleting bucket.

So that set_views doesn't have to handle seemingly dead-lock prone
deletion of partitions followed by deletion of master database (and
thus design docs).

Works around apparent deadlock in MB-4760.

I've also changed call to binary:part/2 to binary:part/3 because the
later doesn't have to allocate temporary tuple.

Change-Id: Ief44e5a10f364dc4046ecd9939e948d80337c191
Reviewed-on: http://review.couchbase.org/13017
Tested-by: Aliaksey Kandratsenka <340b8e09ca65cd3fc686427fcfed17e87eaf61e2@gmail.com>
Tested-by: Dale Harvey <491ccac09a36ad1e38b698f273b84fd8efc31071@arandomurl.com>
Reviewed-by: Dale Harvey <491ccac09a36ad1e38b698f273b84fd8efc31071@arandomurl.com>
",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
wikimedia/oojs-ui,b77564e898c009767bc1833110c7fe487bbde290,build: Add exec:composer and add it to _ci,"build: Add exec:composer and add it to _ci

Bug: T155483
Change-Id: Ie69afbe3507ddf0bed74b4e9f4672ce2ff0c99b0
",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
openstack/heat,e97124a8edc0a2ec4b3e92ac51214b3e452b422b,Modify heat-engine's description in developer docs,"Modify heat-engine's description in developer docs

Closes-Bug: #1462888

Change-Id: I1fb034d69d899b67db2706a3c192fcc8e40f4aee
",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,possibile_fn
openstack/python-tripleoclient,7a768888343c32edbaeea87cc81d4ec884bd053a,Remove the keystone_pki cert generation from tripleoclient,"Remove the keystone_pki cert generation from tripleoclient

This function is no longer needed and is only used in tests.

Change-Id: I15724fe4bb072faf2a885d8cb1af31c2efc22cd4
",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
htcondor/htcondor,dc760f284cab02463bbdf66735f5e3e2bac4a8e8,"Changed string to std::string, so we don't need to declare that we are using the std namespace.","Changed string to std::string, so we don't need to declare
that we are using the std namespace.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
JGRennison/OpenTTD-patches,4d7c5398896acca64a7691bc6dbb7041da1e3e13,"(svn r6721) -Codechange: some comments, aligning, types and variable localization.","(svn r6721) -Codechange: some comments, aligning, types and variable localization.
",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
sympa-community/sympa,fb7e7b08d4b94a851ff5210768ae82d7fac20f01,Changes: no more 'alias_manager' conf parameter ; also supress postfix_manager.pl,"Changes: no more 'alias_manager' conf parameter ; also supress postfix_manager.pl


git-svn-id: 22dc95a18da3be607f2c736dfa19921a9f5780cd@1538 05aa8bb8-cd2b-0410-b1d7-8918dfa770ce
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
freeciv/freeciv,39772d685158672896e33873d60faa4291fbe8ff,Revert the tech_cost_style to the classical Freeciv style. Add info about the implications of the change.,"Revert the tech_cost_style to the classical Freeciv style. Add info
about the implications of the change.

Patch from Per I. Mathisen <per@leftist.net>.

[[originally from CVS; cvs2svn created svn r4530]]
",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
bozimmerman/CoffeeMud,9a7c8fc86f35761e08e347f951f6782b53eb1caf,svnimporter generated comment: Renamed Prayer_HolyConviction.java to Prayer_Conviction.java. Changed path: [/Version 4.2/com/planet_ink/coffee_mud/Abilities/Prayers/Prayer_Conviction.java],"svnimporter generated comment: Renamed Prayer_HolyConviction.java to Prayer_Conviction.java. Changed path: [/Version 4.2/com/planet_ink/coffee_mud/Abilities/Prayers/Prayer_Conviction.java]

git-svn-id: 0cdf8356e41b2d8ccbb41bb76c82068fe80b2514@3595 0d6f1817-ed0e-0410-87c9-987e46238f29
",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
wch/r-source,8f7b1028a15ae8cbc6ac6ca3aa06c2203f581819,change conditioning of Riconv.h,"change conditioning of Riconv.h

git-svn-id: f298e5bd0fb7dd56202a0647512068a43d54496a@36303 00db46b3-68df-0310-9c12-caf00c1e9a41
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
JGRennison/OpenTTD-patches,4c703618fffc185dd944806edea4ef47a82c0730,(svn r16237) -Codechange: Add nested widgets to remaining network windows.,"(svn r16237) -Codechange: Add nested widgets to remaining network windows.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
GNOME/jhbuild,2273d878df6f0ab7795fd6d2235fec1890b3ece9,minimal changes to use subprocess module for build loop. Should probably,"minimal changes to use subprocess module for build loop. Should probably

2005-06-27  James Henstridge  <james@jamesh.id.au>

	* jhbuild/frontends/gtkui.py (GtkBuildScript.execute): minimal
	changes to use subprocess module for build loop.  Should probably
	be switched to use IO watches instead.

	* jhbuild/modtypes/mozillamodule.py (MozillaModule.do_install):
	use argument lists instead of argument strings in a few places.

	* jhbuild/frontends/tinderbox.py (TinderboxBuildScript.execute):
	use newer API.

	* jhbuild/frontends/terminal.py (TerminalBuildScript.execute): use
	newer API.

	* jhbuild/utils/cmds.py (get_output): use close_fds=True when
	spawning child.
	(Pipeline): a class similar to subprocess.Popen that chains
	together a number of subprocesses, making the stdin, stdout and
	stderr available.
	(pprint_output): change from execute_pprint() to take a
	subprocess.Pipe-like object, and read data from it.
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
Wilfred/remacs,a272e668c92ad0a4e0d986f7536862c3abb52bc2,(vc-hg-workfile-unchanged-p): New function.,"(vc-hg-workfile-unchanged-p): New function.
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
pallets/jinja,c97aab3876f264998c0398087f398b3108ed6c80,[svn] small doc changes,"[svn] small doc changes

--HG--
branch : trunk
",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,possibile_fn
tbreloff/Plots.jl,bc7f5118eaaa79acf77e6a05bf5f5027104c0bb4,changed package name for dpkg,"changed package name for dpkg
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
xwiki/xwiki-platform,757bcef8c171e53ff3fffce0481d5924f3567ef8,"XWIKI-4581: Change the name for ""Background Color"" to ""Highlight Color""","XWIKI-4581: Change the name for ""Background Color"" to ""Highlight Color""


git-svn-id: 04343649e741710b2e0f622af6defd1ac33e5ca5@25110 f329d543-caf0-0310-9063-dda96c69346f
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
simonmichael/hledger,0773dde8723bfa5b2a3074a0abdd8ab824e5f003,"web: ui cleanups, replace balance/register with combo view","web: ui cleanups, replace balance/register with combo view",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,possibile_fn
alisw/AliRoot,677670880db07dd0e2c4e154e0526ec4e5ac3cb9,change a warning into a debug message to avoid log contamination. (savannah bug #100090),"change a warning into a debug message to avoid log contamination. (savannah bug #100090)

",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
c2mon/c2mon,b378b2889ec47310b4149e0b60b64dcb26a241f5,DMN-1318: reverted last change,"DMN-1318: reverted last change

",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
fieldtrip/fieldtrip,497f51c84e7a695ea6269a36ce3ef142f44b661e,"For EGI simple binary format, deleted assumption that hdr.nSamplesPre must be no less than one. For EGI EGIS and EGI simple binary formats, the hdr.label changed to a column vector rather than a row vector as other parts of FT (or at least ft_appenddata.m) makes this assumption and were crashing.","For EGI simple binary format, deleted assumption that hdr.nSamplesPre must be no less than one.
For EGI EGIS and EGI simple binary formats, the hdr.label changed to a column vector rather than a row vector
as other parts of FT (or at least ft_appenddata.m) makes this assumption and were crashing.


git-svn-id: acc6c3ca29b1786dc0c9899ede6e50e0d8935a36@529 0cf7c7f0-3615-4144-b4e6-68da3bce3cd0
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
qtproject/qt-creator,7d79f4f87af145c2c20acc6bbcf16d15c6678702,Changed import reading to use the DifferenceHandler.,"Changed import reading to use the DifferenceHandler.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
tensorflow/tensorflow,c1775938ceb813988db622ecd899fc30dd49a34d,"Add Constant, Rng, and scalars to be moved along with reshapes in reshape mover. Change: 149369506","Add Constant, Rng, and scalars to be moved along with reshapes in reshape mover.
Change: 149369506
",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
puavo-org/puavo-os,fe7c98a842e2386fa4f94226db38c51a069e79f8,Change unconfigure mode to 755 here as well.,"Change unconfigure mode to 755 here as well.
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
tmobile/jazz-installer,5b750db8911c04fd050807075ab77a9e807df1b4,Changes to get jenkins subnet from user.,"Changes to get jenkins subnet from user.


Former-commit-id: 06e9fc1759b7adf2904a5a4d07a9c8728cd89684",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
gradle/gradle,ae7fb0c857697735c48c41a13e6282fe007aef15,"Change the new “ivy-publish” plugin to publish all visible configurations, instead of “archives” and the configurations it extends.","Change the new “ivy-publish” plugin to publish all visible configurations, instead of “archives” and the configurations it extends.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
ganga-devs/ganga,21706188dde48c42245cfb7e9293d03fb8e41897,Merging changes from Trunk,"Merging changes from Trunk
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
copasi/COPASI,fc7042a8bc905b6ed2bc528a17494482832c9f44,Fixed problem in detecting root sign changes during process queue execution.,"Fixed problem in detecting root sign changes during process queue
execution.
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
tensorflow/tensorflow,ac7e6f38666240350e51b2d8d44a6c2a201c8866,Python3 fix in monitors_test Change: 125178681,"Python3 fix in monitors_test
Change: 125178681
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
scalameta/scalameta,c8778388d7fa128290e4d02927df9b0bc016eb7d,attempt to fix https://github.com/scalameta/paradise/issues/10,"attempt to fix https://github.com/scalameta/paradise/issues/10

typeOf/symbolOf/hygienicRef for existential types have been replaced
with equivalent constructs that don't involve reification. To see why
that's necessary, refer to the aforementioned issue.

I don't like the fact that I can't test this in an automated fashion
(well, at least I can't come up with a way of doing that at the moment).
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
JetBrains/intellij-community,6b7b22d88e0bbd5a63f0d52294fb2a85bd046738,"Git update: correctly say ""all files up to date"" when there's no remote changes","Git update: correctly say ""all files up to date"" when there's no remote changes
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
Graylog2/graylog2-server,a973c3187a0b427564b63e4d148adf59de5173c6,Allow creating new unused parameter from 'Create' menu. (Graylog2/graylog-plugin-enterprise#502),"Allow creating new unused parameter from 'Create' menu. (Graylog2/graylog-plugin-enterprise#502)

* Adding creator action to create new parameter.

* Make creator actions (shown in create menu) pluggable.

This change is registering creator actions (which are used from the ""+
Create"" menu to create new entities in the enterprise bindings and
adapts the `AddWidgetButton` component to pick them up, making it
possible for other plugins to register actions.

* Pre-set title by de-camel casing parameter name.

* Setting promise and returning result from WidgetStore action.

* Adding missing comma.

* Correcting flow types.

* Adapting and adding AddWidgetButton tests.

* Fixing flow hints.

* Waiting for ref to clipboard button container.

* Keep code and button on same line. (Shout outs go to @kmerz)

* Prevent overwriting declared parameters, update syntax helper.

* Do not rerender fields when name changes.

* Disabling flow error and adding comment for direct setter access.
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
astropy/astropy,6e708ed87d8214e23446b277fca7093cb0d09fee,Merge pull request #9 from eteq/mdboom-misc-build-status-to-https,"Merge pull request #9 from eteq/mdboom-misc-build-status-to-https

Changed jenkins build status badge to https",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
TEAMMATES/teammates,e1748108fae4472ef1eff6ec20612d2e9001f3c3,Starting Issue 472 [Buttons should not look like they are disabled] Changed background color and added cursor,"Starting Issue 472 [Buttons should not look like they are disabled]
Changed background color and added cursor

--HG--
branch : Issue472


Former-commit-id: dca04682cbf56c8e3ae602d608bb0d23ad9b2087
Former-commit-id: 789b85c82912bec2dd277ec62f57e3d3c1af0442
Former-commit-id: dac8aa5584d1a159980bc2c3fb6c3c4d39665073",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
Ardour/ardour,9875a958295353aabba73fb05f862c4f92ebb219,RAII collect processor-change signals,"RAII collect processor-change signals
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
JetBrains/intellij-community,1f7b8f38b8dd06b1cce55f8caba272733f67846d,StringBufferReplaceableByString: whitespace must be preserved between several adjacent comments,"StringBufferReplaceableByString: whitespace must be preserved between several adjacent comments
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,uncertain,might be a bug,possibile_fn
SubtitleEdit/subtitleedit,7771b5382a5f2729ea3c27bdd55477d7c41f009a,Update cs-CZ.xml,"Update cs-CZ.xml

Replaced ExtractDateTimeInfo.Description by ExtractDateTimeInfo.OpenVideoFile. Sorry, I missed it.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,semantic,possibile_fn
SAP/openui5,3875f138a8e2774702a0d2b0d390f70340703782,"Merge ""[FIX] sap.m.Popover: Popover shouldn't change the scroll left of window when runs on desktop""","Merge ""[FIX] sap.m.Popover: Popover shouldn't change the scroll left of window when runs on desktop""",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
opensim-org/opensim-core,d17df878ae80014ecb1911d3bc64dcb77d06ab02,Change editor of parent_body name in Joint(s) to a drop down rather than text string to avoid errors due to typos,"Change editor of parent_body name in Joint(s) to a drop down rather than text string to avoid errors due to typos

git-svn-id: 9e047e1e624cce0a2485e750063112e834f85522@7510 fc29be9c-2cb0-420d-b520-73dbd18add6e
",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
aws/aws-sdk-js,2f746dc8a285b1fb2c5a7d34aac37efef15b4e7a,Make retry event replacement code more robust when retry is removed,"Make retry event replacement code more robust when retry is removed
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
cakephp/cakephp,a37bdba8fe11e3734962d2b1dde3a7618d998d3b,Revert accidental change.,"Revert accidental change.
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
jp9000/obs-studio,717a2538f47963858fccb955d831a841e0fbc2b7,Implement source removal via GUI,"Implement source removal via GUI

 - When the remove source tool icon is clicked, it will now remove the
   source from the scene.

 - Fixed a bug where the scene item removal callback would add the scene
   item to the list instead of removing it.

 - Changed AddSourcePopup to AddSourcePopupMenu.  Name actually confused
   me once despite being the writer, so it was clearly a bad name.
",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,possibile_fn
unknownbrackets/maxcso,4a7c1268e0543f37c47403689c26297918b39120,windows: define snprintf replacement as inline instead of static,"windows: define snprintf replacement as inline instead of static

The MSVC compiler does not accept static methods defined in headers,
when linking against a shared library. The snprintf replacement
function used for windows, is now an inline function.

PR-URL: https://github.com/libuv/libuv/pull/329
Reviewed-By: Saúl Ibarra Corretgé <8a7991f6950ea189abf159d6ec98d2fcc13dc5f6@gmail.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,user is unaware of the change though it is not a refactor,possibile_fn
CartoDB/cartodb,d27b61d87f7031507fef94a82c5461584d01faff,Fix test due to changed code for error case,"Fix test due to changed code for error case
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
Taeung/tip,fb7f0398a98020def9429ddd7b4a8fc2d948b092,ARM: OMAP: Use explicit broadcast oneshot control function,"ARM: OMAP: Use explicit broadcast oneshot control function

Replace the clockevents_notify() call with an explicit function call.

Signed-off-by: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
Signed-off-by: Rafael J. Wysocki <27ffc44a8ec6a212fba98cfc3246c6ce8ab131e0@intel.com>
Cc: Peter Zijlstra <3fddac958924aef220f202ca567388ddab3f14a8@infradead.org>
Cc: Tony Lindgren <1001e8702733cced254345e193c88aaa47a4f5de@atomide.com>
Link: a5a71c9aef3e30fae11de4a86f8b36e87027a826@vostro.rjw.lan
Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@kernel.org>
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
Taeung/tip,8d7dc9283f399e1fda4e48a1c453f689326d9396,rcu: Control grace-period delays directly from value,"rcu: Control grace-period delays directly from value

In a misguided attempt to avoid an #ifdef, the use of the
gp_init_delay module parameter was conditioned on the corresponding
RCU_TORTURE_TEST_SLOW_INIT Kconfig variable, using IS_ENABLED() at
the point of use in the code.  This meant that the compiler always saw
the delay, which meant that RCU_TORTURE_TEST_SLOW_INIT_DELAY had to be
unconditionally defined.  This in turn caused ""make oldconfig"" to ask
pointless questions about the value of RCU_TORTURE_TEST_SLOW_INIT_DELAY
in cases where it was not even used.

This commit avoids these pointless questions by defining gp_init_delay
under #ifdef.  In one branch, gp_init_delay is initialized to
RCU_TORTURE_TEST_SLOW_INIT_DELAY and is also a module parameter (thus
allowing boot-time modification), and in the other branch gp_init_delay
is a const variable initialized by default to zero.

This approach also simplifies the code at the delay point by eliminating
the IS_DEFINED().  Because gp_init_delay is constant zero in the no-delay
case intended for production use, the ""gp_init_delay > 0"" check causes
the delay to become dead code, as desired in this case.  In addition,
this commit replaces magic constant ""10"" with the preprocessor variable
PER_RCU_NODE_PERIOD, which controls the number of grace periods that
are allowed to elapse at full speed before a delay is inserted.

Reported-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org> Signed-off-by:
Paul E. McKenney <paulmck@linux.vnet.ibm.com>
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
TEAMMATES/teammates,b17d19e82581ba556b696a60e6104a59a92650dd,Replaced attributes with a class,"Replaced attributes with a class
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
JetBrains/intellij-community,287390b839262d5a3f8ba8575638063bb7625497,be prepared to event log changes when expiring notifications (EA-53620 - IOOBE: MarkupModelImpl.addLineHighlighter),"be prepared to event log changes when expiring notifications (EA-53620 - IOOBE: MarkupModelImpl.addLineHighlighter)
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,uncertain,,possibile_fn
openSUSE/open-build-service,b673f0e8a1a382113dafca385204104f12be997c,[webui] fix test cases,"[webui] fix test cases

- take out some more caching (for now, to be readded in the models where
  it's sane)
- fix flags validation
- redo the travis split
- use truncation for database cleaner

(and due to rubymine insisting replace """" with '' where no escaping is
necessary)
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
libretro/RetroArch,967e1e2846b010c95ae2d582e04045d278b36100,(Android) Change packagename from org.retroarch to com.retroarch,"(Android) Change packagename from org.retroarch to com.retroarch
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
mono/xwt,b573bcf842788e5ab030ab7783d80e2efe9878d4,Added FrameBox widget,"Added FrameBox widget

This widget replaces the CustomFrame type in the Frame widget.
",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,uncertain,"intersting case, should define a policy",possibile_fn
giampaolo/psutil,f67b1d985c69672d903b3330f4184a1d47e4ceba,Added tag release-1.0.1 for changeset e957e3021ea9,"Added tag release-1.0.1 for changeset e957e3021ea9
",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,possibile_fn
moodle/moodle,60791f18cff305a4cef906f3b4d7585db8e3e952,MDL-32079 folder revision must be incremented after any file change,"MDL-32079 folder revision must be incremented after any file change
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
bywatersolutions/bws-package,2e72eb888016f60ce15958ecb37e0ae64f0c8454,Bug 10860: In-House Use,"Bug 10860: In-House Use

This patch implements the In-House Use feature for Koha.

It adds:
- 2 new sysprefs:
  'In-House Use' to enable/disable this feature
  'In-House Use Forced' to enable/disable the feature for *all* users.
- 2 new columns issues.inhouse_use and old_issues.inhouse_use
- Datatable on the circulation history pages (readingrec) at the OPAC
  and the intranet.

A new checkbox in the Circulation tab. If checked, the issue become a
in-house use (in the statistics and issues tables).
When you check it, the due date changes to the today date.

The syspref ""In-House Use Force"" allows to force the in-house use to
permit the checkout even if the borrower is debarred or others problems.

In the issue table, a new string (in red) marks the issue as ""in-house use"".

The circulation history contains 3 tabs : ""all"", ""checkout"" and
""in-house use"" (OPAC and intranet).

The cronjob script:
If AutomaticItemReturn if off, a library would like not to do a transit
operation manually. This script (to launch each night) do returns
for a specific branches.

Test plan:
1/ Execute the updatedatabase entry
2/ Enable the 'In-House Use' pref.
3/ Checkout a biblio for a patron and check the 'in-house use' checkbox.
4/ Check that the due date is the today date (with 23:59) and is not modifiable.
5/ Click on the check out button and check that the new check out
appears in the table bellow with the ""(In-house use)"" string.
6/ Go on the circulation history pages (readingrec and opac-readingrec)
and try the 3 tabs. In the last one, your last checkout should appear.
7/ Check in.
8/ Check readingrec pages.
9/ Choose a debarred patron and check that you cannot checkout a biblio
for him.
10/ Switch on the 'In-House Use Forced' pref
11/ You are now allowed to checkout a biblio for the debarred patron.

Signed-off-by: Chris Cormack <711c73f64afdce07b7e38039a96d2224209e9a6c@bigballofwax.co.nz>
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@gmail.com>
",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
stinsonga/emacs-mirror,9278f05860c41bd301ac0a5278f35f7cb10de20f,Omit trailing white space,"Omit trailing white space

This should simplify switching to automated ChangeLogs.
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
mogemimi/pomdog,38760b5886d45d899d8d5b1dae78eea969da5f57,Replace NSThread by std::thread,"Replace NSThread by std::thread
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
containers/storage,f078bcd8e50913fd8b05022ebd047c5a1f2e3d52,devmapper: Rename NewTransactionId to OpenTransactionId,"devmapper: Rename NewTransactionId to OpenTransactionId

Very soon we will have the notion of an open transaction and keep its
details in a metafile.

When a new transaction is opened, we allocate a new transaction Id, 
do the device creation/deletion and then we will close the transaction.

I thought that OpenTransactionId better represents the semantics of
transaction Id associated with an open transaction instead of NewtransactionId.

This patch just does the renaming. No functionality change.

I have also introduced a structure ""Transaction"" which will keep all
the details associated with a transaction. Later patches will add more
fields in this structure.

Signed-off-by: Vivek Goyal <61d11262d0d9873ddb5a887f48fcb04e8c5973d0@redhat.com>
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
gorhill/uBlock,2c7d75c868e1aa7564285f36e44c82904e392cf3,looks like Chrome store quietly changed `nb` to `no`...,"looks like Chrome store quietly changed `nb` to `no`...
",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,uncertain,,possibile_fn
stan-dev/math,3e744dc879fb970e820b8931bfc4051357eb2b90,Fix misc typos in manual and RELEASE notes,"Fix misc typos in manual and RELEASE notes

- cbind and rbind to append_col and append_row
- reference to ode_solve changed to integrate_ode
- fix font rendering problems in boolean operators
",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,possibile_fn
kubernetes/kubernetes,c47b9178b4c0a9a082f71e42aaf59506bf67d1c1,Replace the auth config file with a kubeconfig file when starting the kubelet on GCE.,"Replace the auth config file with a kubeconfig file when
starting the kubelet on GCE.
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
